Número de extracción;Fecha;Hora;Presión agua intercambiador (psi);Nivel de kathene acondicionador (in);Presión atomización en acondicionador (psi);Presión atomización en regenerador (psi);Caida de presión en filtros cambridge (in H2O);Caida de presión en acodicionador (in H2O);Caida de presión en regenerador (in H2O);Temperatura aire A (°C);Temperatura aire B (°C);Temperatura aire C (°C)
208;2019-08-27;20:00;16;12,4;4,4;0,2;0,30;1,70;1,40;35,8;35,9;38,9
208;2019-08-28;9:00;15;12,4;4,4;0,1;0,30;1,60;1,50;36,7;37,1;39,9
208;2019-08-28;14:00;24;12,0;4,2;0,1;0,30;1,60;1,40;37,3;37,5;39,7
209;2019-08-28;19:00;12;12,6;4,4;0,1;0,30;1,70;1,40;36,7;36,7;39,0
209;2019-08-29;1:00;17;13,8;4,5;0,1;0,30;1,70;1,40;34,5;34,0;38,4
209;2019-08-29;8:30;15;12,2;4,4;0,1;0,30;1,70;1,50;31,2;30,7;39,4
209;2019-08-29;15:00;17;12,6;4,5;0,2;0,30;1,60;1,50;37,3;38,3;41,3
209;2019-08-29;18:00;20;12,3;4,5;0,2;0,29;1,70;1,40;36,8;37,8;40,5
210;2019-08-31;1:00;13;12,1;4,5;0,1;0,30;1,70;1,50;36,4;36,8;39,1
211;2019-08-31;3:30;19;12,2;4,5;0,1;0,30;1,70;1,40;36,5;35,0;38,2
211;2019-08-31;7:00;16;12,5;4,4;0,1;0,29;1,70;1,40;36,1;36,0;37,5
211;2019-08-31;11:00;16;12,0;4,4;0,1;0,29;1,80;1,40;37,0;37,2;39,1
212;2019-09-01;16:00;18;12,1;4,4;0,2;0,30;1,70;1,40;36,6;37,2;40,7
212;2019-09-01;20:00;20;12,4;4,4;0,1;0,30;1,60;1,40;35,4;35,8;39,2
212;2019-09-01;23:00;15;12,2;4,4;0,1;0,29;1,70;1,40;35,2;35,5;39,0
212;2019-08-02;3:00;16;11,9;4,4;0,1;0,29;1,60;1,30;35,0;35,0;38,5
213;2019-09-02;20:30;17;12,9;4,4;0,1;0,3;1,6;1,4;35,1;35,5;38,5
213;2019-09-02;23:00;15;12,3;4,4;0,1;0,3;1,7;1,4;36,0;36,2;39,0
213;2019-09-03;3:00;18;12,0;4,4;0,1;0,3;1,7;1,4;35,3;35,5;38,4
